id_doc;community;weight;AU;PY;TI;SO;DE
ARNAUD-FASSETTA G, 2003, CATENA;c5;1,000000000000000;ARNAUD-FASSETTA G;2003;RIVER CHANNEL CHANGES IN THE RHONE DELTA (FRANCE) SINCE THE END OF THE LITTLE ICE AGE: GEOMORPHOLOGICAL ADJUSTMENT TO HYDROCLIMATIC CHANGE AND NATURAL RESOURCE MANAGEMENT;CATENA;"RHONE DELTA; HYDROCLIMATIC CHANGE; ARTIFICIAL WIDTH CONTRACTION; CHANNEL; BED DEGRADATION; FLOOD FLOW MODIFICATIONS; SEA-LEVEL CHANGE"
VELLA C, 2005, MAR GEOL;c5;1,000000000000000;"VELLA C;FLEURY TJ;RACCASI G;PROVANSAL M;SABATIER F;BOURCIER M";2005;EVOLUTION OF THE RHONE DELTA PLAIN IN THE HOLOCENE;MARINE GEOLOGY;"HOLOCENE; BEACH RIDGE; SEA-LEVEL; ACCOMMODATION SPACE; SEDIMENTARY; INPUT; PROGRADATION"
RAHMAN K, 2013, WATER RESOUR MANAG;c1;1,000000000000000;"RAHMAN K;MARINGANTI C;BENISTON M;WIDMER F;ABBASPOUR K;LEHMANN A";2013;STREAMFLOW MODELING IN A HIGHLY MANAGED MOUNTAINOUS GLACIER WATERSHED USING SWAT: THE UPPER RHONE RIVER WATERSHED CASE IN SWITZERLAND;WATER RESOURCES MANAGEMENT;"SWAT; SNOW MELT; GLACIER MELT; HYDROPOWER; AMALGAM"
ULSES C, 2008, CONT SHELF RES;c3;1,000000000000000;"ULSES C;ESTOURNEL C;DE MADRON XD;PALANQUES A";2008;SUSPENDED SEDIMENT TRANSPORT IN THE GULF OF LIONS (NW MEDITERRANEAN): IMPACT OF EXTREME STORMS AND FLOODS;CONTINENTAL SHELF RESEARCH;"SEDIMENT TRANSPORT; SEDIMENT RESUSPENSION; SEDIMENT BUDGET; 3D SEDIMENT; TRANSPORT MODELING; CONTINENTAL MARGINS; NORTHWESTERN MEDITERRANEAN SEA; GULF OF LIONS"
FLORINETH D, 1998, ECLOGAE GEOL HELV;NA;1,000000000000000;"FLORINETH D;SCHLUCHTER C";1998;RECONSTRUCTING THE LAST GLACIAL MAXIMUM (LGM) ICE SURFACE GEOMETRY AND FLOWLINES IN THE CENTRAL SWISS ALPS;ECLOGAE GEOLOGICAE HELVETIAE;"TRIMLINES; PALEOGLACIOLOGY; LAST GLACIAL MAXIMUM (LGM); SWISS ALPS; GIS; PALEOCLIMATE"
RIBEIRO ML, 2012, J GEOPHYS RES-EARTH SURF;NA;1,000000000000000;"RIBEIRO ML;BLANCKAERT K;ROY AG;SCHLEISS AJ";2012;FLOW AND SEDIMENT DYNAMICS IN CHANNEL CONFLUENCES;JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE;NA
SMULDERS MJM, 2008, FOR ECOL MANAGE;NA;1,000000000000000;"SMULDERS MJM;COTTRELL JE;LEFEVRE F;VAN DER;SCHOOT J;ARENS P;VOSMAN B;TABBENER HE;GRASSI F;FOSSATI T;CASTIGLIONE S;KRYSTUFEK V;FLUCH S;BURG K;VORNAM B;POHL A;GEBHARDT K;ALBA N;AGUNDEZ D;MAESTRO C;NOTIVOL E;VOLOSYANCHUK M;BORDACS S;BOVENSCHEN J;VAN DAM HP;HALFMAERTEN D;IVENS B;VAN SLYCKEN J;BROECK AV;STORME V;BOERJAN W";2008;STRUCTURE OF THE GENETIC DIVERSITY IN BLACK POPLAR (POPULUS NIGRA L.) POPULATIONS ACROSS EUROPEAN RIVER SYSTEMS: CONSEQUENCES FOR CONSERVATION AND RESTORATION;FOREST ECOLOGY AND MANAGEMENT;"AFLP; MICROSATELLITE MARKER; CLONAL PROPAGATION; RIVER DYNAMICS; RIPARIAN ECOSYSTEM; POPULATION GENETICS"
ESTOURNEL C, 1997, CONT SHELF RES;c3;1,000000000000000;"ESTOURNEL C;KONDRACHOFF V;MARSALEIX P;VEHIL R";1997;THE PLUME OF THE RHONE: NUMERICAL SIMULATION AND REMOTE SENSING;CONTINENTAL SHELF RESEARCH;NA
CARLIER A, 2007, ESTUAR COAST SHELF SCI;c6;0,733333333333333;"CARLIER A;RIERA P;AMOUROUX JM;BODIOU JY;GREMARE A";2007;BENTHIC TROPHIC NETWORK IN THE BAY OF BANYULS-SUR-MER (NORTHWEST MEDITERRANEAN, FRANCE): AN ASSESSMENT BASED ON STABLE CARBON AND NITROGEN ISOTOPES ANALYSIS;ESTUARINE COASTAL AND SHELF SCIENCE;"BENTHOS; FOOD WEBS; CARBON ISOTOPES; NITROGEN ISOTOPES; FOOD SOURCE; TROPHIC LEVELS; NORTHWESTERN MEDITERRANEAN SEA"
RADAKOVITCH O, 1999, ESTUAR COAST SHELF SCI;c3;0,700000000000000;"RADAKOVITCH O;CHARMASSON S;ARNAUD M;BOUISSET P";1999;PB-210 AND CAESIUM ACCUMULATION IN THE RHONE DELTA SEDIMENTS;ESTUARINE COASTAL AND SHELF SCIENCE;"COASTAL ZONE; SEDIMENTATION; RADIOACTIVE CONTAMINATION; ESTUARIES; MEDITERRANEAN SEA"
TESI T, 2007, MAR CHEM;c3;1,000000000000000;"TESI T;MISEROCCHI S;GONI MA;LANGONE L";2007;SOURCE, TRANSPORT AND FATE OF TERRESTRIAL ORGANIC CARBON ON THE WESTERN MEDITERRANEAN SEA, GULF OF LIONS, FRANCE;MARINE CHEMISTRY;"ORGANIC MATTER; GULF OF LIONS; RHONE RIVER; SURFACE SEDIMENT; STABLE; ISOTOPES; LIGNIN-DERIVED; PHENOLS; ALKALINE CUO OXIDATION"
BADOUX A, 2009, NAT HAZARDS;c7;1,000000000000000;"BADOUX A;GRAF C;RHYNER J;KUNTNER R;MCARDELL BW";2009;A DEBRIS-FLOW ALARM SYSTEM FOR THE ALPINE ILLGRABEN CATCHMENT: DESIGN AND PERFORMANCE;NATURAL HAZARDS;"ALARM SYSTEM; DEBRIS-FLOW DETECTION; DEBRIS-FLOW OBSERVATION; RAINFALL; INTENSITY-DURATION THRESHOLD; HAZARD AWARENESS; SWISS ALPS"
SALEN-PICARD C, 2002, OECOLOGIA;c4;1,000000000000000;"SALEN-PICARD C;DARNAUDE AM;ARLHAC D;HARMELIN-VIVIEN ML";2002;FLUCTUATIONS OF MACROBENTHIC POPULATIONS: A LINK BETWEEN CLIMATE-DRIVEN RIVER RUN-OFF AND SOLE FISHERY YIELDS IN THE GULF OF LIONS;OECOLOGIA;"POLYCHAETES; TERRESTRIAL ORGANIC MATTER; FLATFISH LANDINGS; NORTH; ATLANTIC OSCILLATION; WESTERN EUROPE"
BENISTON M, 2011, ENVIRON SCI POLICY;c1;0,500000000000000;"BENISTON M;STOFFEL M;HILL M";2011;IMPACTS OF CLIMATIC CHANGE ON WATER AND NATURAL HAZARDS IN THE ALPS: CAN CURRENT WATER GOVERNANCE COPE WITH FUTURE CHALLENGES? EXAMPLES FROM THE EUROPEAN ``ACQWA'' PROJECT;ENVIRONMENTAL SCIENCE \& POLICY;"CLIMATE CHANGE; HYDROLOGY; EXTREME EVENTS; WATER GOVERNANCE; RHONE RIVER; CATCHMENT"
BENISTON M, 2011, ENVIRON SCI POLICY;NA;0,500000000000000;"BENISTON M;STOFFEL M;HILL M";2011;IMPACTS OF CLIMATIC CHANGE ON WATER AND NATURAL HAZARDS IN THE ALPS: CAN CURRENT WATER GOVERNANCE COPE WITH FUTURE CHALLENGES? EXAMPLES FROM THE EUROPEAN ``ACQWA'' PROJECT;ENVIRONMENTAL SCIENCE \& POLICY;"CLIMATE CHANGE; HYDROLOGY; EXTREME EVENTS; WATER GOVERNANCE; RHONE RIVER; CATCHMENT"
BRUNNER PC, 1998, MOL ECOL;NA;1,000000000000000;"BRUNNER PC;DOUGLAS MR;BERNATCHEZ L";1998;MICROSATELLITE AND MITOCHONDRIAL DNA ASSESSMENT OF POPULATION STRUCTURE AND STOCKING EFFECTS IN ARCTIC CHARR SALVELINUS ALPINUS (TELEOSTEI : SALMONIDAE) FROM CENTRAL ALPINE LAKES;MOLECULAR ECOLOGY;"ARCTIC CHARR; CONSERVATION; MICROSATELLITE DNA; MTDNA; POPULATION; GENETICS; SALVELINUS ALPINUS"
GOLTERMAN HL, 1995, HYDROBIOLOGIA-a;NA;1,000000000000000;GOLTERMAN HL;1995;THE LABYRINTH OF NUTRIENT CYCLES AND BUFFERS IN WETLANDS: RESULTS BASED ON RESEARCH IN THE CAMARGUE (SOUTHERN FRANCE);HYDROBIOLOGIA;"WETLANDS; PHOSPHATE CYCLE; NITROGEN CYCLE; SEDIMENTS; FES; CAMARGUE"
SCHMIDT N, 2018, PROG OCEANOGR;c2;1,000000000000000;"SCHMIDT N;THIBAULT D;GALGANI A;SEMPERE R";2018;OCCURRENCE OF MICROPLASTICS IN SURFACE WATERS OF THE GULF OF LION (NW MEDITERRANEAN SEA);PROGRESS IN OCEANOGRAPHY;"MARINE LITTER; MICROPLASTIC; MEDITERRANEAN SEA; GULF OF LION; MARSEILLE; BAY"
WILHELM B, 2012, QUAT RES;c1;1,000000000000000;"WILHELM B;ARNAUD F;SABATIER P;CROUZET C;BRISSET E;CHAUMILLON E;DISNAR JR;GUITER F;MALET E;REYSS JL;TACHIKAWA K;BARD E;DELANNOY JJ";2012;1400 YEARS OF EXTREME PRECIPITATION PATTERNS OVER THE MEDITERRANEAN FRENCH ALPS AND POSSIBLE FORCING MECHANISMS;QUATERNARY RESEARCH;"PALEOFLOOD; FLOOD INTENSITY; LAST MILLENNIUM; MEDITERRANEAN CLIMATE; SOLAR ACTIVITY; NORTH ATLANTIC OSCILLATION"
PAILLEX A, 2009, J APPL ECOL;c1;1,000000000000000;"PAILLEX A;DOLEDEC S;CASTELLA E;MERIGOUX S";2009;LARGE RIVER FLOODPLAIN RESTORATION: PREDICTING SPECIES RICHNESS AND TRAIT RESPONSES TO THE RESTORATION OF HYDROLOGICAL CONNECTIVITY;JOURNAL OF APPLIED ECOLOGY;"FLOODPLAIN RESTORATION; LATERAL CONNECTIVITY; LARGE RIVER; MACROINVERTEBRATES; SPECIES TRAITS; NON-NATIVE SPECIES; RHONE RIVER"
LAMOUROUX N, 1999, FRESHW BIOL;NA;0,523809523809524;"LAMOUROUX N;OLIVIER JM;PERSAT H;POUILLY M;SOUCHON Y;STATZNER B";1999;PREDICTING COMMUNITY CHARACTERISTICS FROM HABITAT CONDITIONS: FLUVIAL FISH AND HYDRAULICS;FRESHWATER BIOLOGY;"COMMUNITY STRUCTURE; FISH TRAITS; HABITAT MODEL; HABITAT PREFERENCE; STREAMS"
ELBAZPOULICHET F, 1996, ESTUAR COAST SHELF SCI;NA;1,000000000000000;"ELBAZPOULICHET F;GARNIER JM;GUAN DM;MARTIN AJ";1996;THE CONSERVATIVE BEHAVIOUR OF TRACE METALS (CD, CU, NI AND PB) AND AS IN THE SURFACE PLUME OF STRATIFIED ESTUARIES: EXAMPLE OF THE RHONE RIVER (FRANCE);ESTUARINE COASTAL AND SHELF SCIENCE;"ARSENIC; DISTRIBUTION COEFFICIENT; ESTUARY; POLLUTION; RHONE; SUSPENDED; MATTER; TRACE METALS"
GOINEAU A, 2011, J SEA RES;c6;0,909090909090909;"GOINEAU A;FONTANIER C;JORISSEN FJ;LANSARD R;MOURET A;KERHERVE P;ZARAGOSI E;ALTERO C;ANSCHUTZ P;METZGER C";2011;LIVE (STAINED) BENTHIC FORAMINIFERA FROM THE RHONE PRODELTA (GULF OF LION, NW MEDITERRANEAN): ENVIRONMENTAL CONTROLS ON A RIVER-DOMINATED SHELF;JOURNAL OF SEA RESEARCH;"LIVE BENTHIC FORAMINIFERA; RHONE PRODELTA; ECOLOGY; ORGANIC MATTER"
DEMADRON XD, 1990, CONT SHELF RES;NA;1,000000000000000;"DEMADRON XD;NYFFELER F;GODET CH";1990;HYDROGRAPHIC STRUCTURE AND NEPHELOID SPATIAL-DISTRIBUTION IN THE GULF OF LIONS CONTINENTAL-MARGIN;CONTINENTAL SHELF RESEARCH;NA
MEILE T, 2011, AQUAT SCI;NA;1,000000000000000;"MEILE T;BOILLAT JL;SCHLEISS AJ";2011;HYDROPEAKING INDICATORS FOR CHARACTERIZATION OF THE UPPER-RHONE RIVER IN SWITZERLAND;AQUATIC SCIENCES;"HYDROPEAKING; RAPID FLOW RAMPING; NATURAL AND ALTERED FLOW REGIME; HYDRO-ECOLOGY; HYDROLOGICAL INDICATORS; HYDROPEAKING MITIGATION; STORAGE; POWER PLANTS"
CASTRO-JIMENEZ J, 2019, MAR POLLUT BULL;c2;0,800000000000000;"CASTRO-JIMENEZ J;GONZALEZ-FERNANDEZ D;FORNIER M;SCHMIDT N;SEMPERE R";2019;MACRO-LITTER IN SURFACE WATERS FROM THE RHONE RIVER: PLASTIC POLLUTION AND LOADING TO THE NW MEDITERRANEAN SEA;MARINE POLLUTION BULLETIN;"PLASTIC WASTE; MARINE POLLUTION; LITTER FLOW; WATER QUALITY; LARGE; EUROPEAN RIVERS"
DAUFRESNE M, 2007, OECOLOGIA;c1;0,500000000000000;"DAUFRESNE M;BADY P;FRUGET JF";2007;IMPACTS OF GLOBAL CHANGES AND EXTREME HYDROCLIMATIC EVENTS ON MACROINVERTEBRATE COMMUNITY STRUCTURES IN THE FRENCH RHONE RIVER;OECOLOGIA;"CLIMATE CHANGE; DISTURBANCES; HEATWAVE; REGIME SHIFT; ORDINATION; TECHNIQUES"
DAUFRESNE M, 2007, OECOLOGIA;NA;0,500000000000000;"DAUFRESNE M;BADY P;FRUGET JF";2007;IMPACTS OF GLOBAL CHANGES AND EXTREME HYDROCLIMATIC EVENTS ON MACROINVERTEBRATE COMMUNITY STRUCTURES IN THE FRENCH RHONE RIVER;OECOLOGIA;"CLIMATE CHANGE; DISTURBANCES; HEATWAVE; REGIME SHIFT; ORDINATION; TECHNIQUES"
DEVAUX A, 1998, MAR ENVIRON RES;c8;0,866666666666667;"DEVAUX A;FLAMMARION P;BERNARDON V;GARRIC J;MONOD G";1998;MONITORING OF THE CHEMICAL POLLUTION OF THE RIVER RHONE THROUGH MEASUREMENT OF DNA DAMAGE AND CYTOCHROME P4501A INDUCTION IN CHUB (LEUCISCUS CEPHALUS);MARINE ENVIRONMENTAL RESEARCH;NA
RAVAZZANI G, 2012, J IRRIG DRAINAGE ENG-ASCE;c1;1,000000000000000;"RAVAZZANI G;CORBARI C;MORELLA P;MANCINI M";2012;MODIFIED HARGREAVES-SAMANI EQUATION FOR THE ASSESSMENT OF REFERENCE EVAPOTRANSPIRATION IN ALPINE RIVER BASINS;JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING;"REFERENCE EVAPOTRANSPIRATION; MODIFIED HARGREAVES-SAMANI EQUATION; ALPINE RIVER BASINS"
MIRALLES J, 2005, MAR GEOL;c3;0,833333333333333;"MIRALLES J;RADAKOVITCH O;ALOISI JC";2005;PB-210 SEDIMENTATION RATES FROM THE NORTHWESTERN MEDITERRANEAN MARGIN;MARINE GEOLOGY;"SEDIMENTATION RATE; MASS ACCUMULATION RATE; PB-210(XS) INVENTORIES; CONTINENTAL SHELF; CONTINENTAL SLOPE; MEDITERRANEAN SEA"
ALBER A, 2011, GEOMORPHOLOGY;c1;1,000000000000000;"ALBER A;PIEGAY H";2011;SPATIAL DISAGGREGATION AND AGGREGATION PROCEDURES FOR CHARACTERIZING FLUVIAL FEATURES AT THE NETWORK-SCALE: APPLICATION TO THE RHONE BASIN (FRANCE);GEOMORPHOLOGY;"STREAM NETWORK; SPATIAL HETEROGENEITY; GIS; AGGREGATION; DISAGGREGATION; LONGITUDINAL DISCONTINUITY"
LUDWIG W, 2010, GLOB BIOGEOCHEM CYCLE;c3;1,000000000000000;"LUDWIG W;BOUWMAN AF;DUMONT E;LESPINAS F";2010;WATER AND NUTRIENT FLUXES FROM MAJOR MEDITERRANEAN AND BLACK SEA RIVERS: PAST AND FUTURE TRENDS AND THEIR IMPLICATIONS FOR THE BASIN-SCALE BUDGETS;GLOBAL BIOGEOCHEMICAL CYCLES;NA
PALUSELLI A, 2018, PROG OCEANOGR;c2;1,000000000000000;"PALUSELLI A;AMINOT Y;GALGANI F;NET S;SEMPERE R";2018;OCCURRENCE OF PHTHALATE ACID ESTERS (PAES) IN THE NORTHWESTERN MEDITERRANEAN SEA AND THE RHONE RIVER;PROGRESS IN OCEANOGRAPHY;"PHTHALATES; DEHP; DMP; DISSOLVED ORGANIC MATTER; ENDOCRINE DISRUPTORS"
CHIRON S, 2007, ENVIRON SCI TECHNOL;NA;1,000000000000000;"CHIRON S;MINERO C;VIONE D";2007;OCCURRENCE OF 2,4-DICHLOROPHENOL AND OF 2,4-DICHLORO-6-NITROPHENOL IN THE RHONE RIVER DELTA (SOUTHERN FRANCE);ENVIRONMENTAL SCIENCE \& TECHNOLOGY;NA
LIPIATOU E, 1991, MAR POLLUT BULL;NA;1,000000000000000;"LIPIATOU E;SALIOT A";1991;HYDROCARBON CONTAMINATION OF THE RHONE DELTA AND WESTERN MEDITERRANEAN;MARINE POLLUTION BULLETIN;NA
SIAME L, 2004, EARTH PLANET SCI LETT;NA;0,854545454545454;"SIAME L;BELLIER O;BRAUCHER R;SEBRIER M;CUSHING M;BOURLES D;HAMELIN B;BAROUX E;DE VOOGD G;YIOU F";2004;LOCAL EROSION RATES VERSUS ACTIVE TECTONICS: COSMIC RAY EXPOSURE MODELLING IN PROVENCE (SOUTH-EAST FRANCE);EARTH AND PLANETARY SCIENCE LETTERS;"BE-10; COSMOGENIC NUCLIDES; EROSION RATES; ACTIVE FAULTS; SOUTHEASTERN; FRANCE"
OLLIVIER P, 2011, CHEM GEOL;c9;0,500000000000000;"OLLIVIER P;RADAKOVITCH O;HAMELIN B";2011;MAJOR AND TRACE ELEMENT PARTITION AND FLUXES IN THE RHONE RIVER;CHEMICAL GEOLOGY;"RHONE RIVER; MAJOR AND TRACE ELEMENTS; METAL ELEMENTS; SUSPENDED; PARTICULATE MATTER; FLUXES; DISTRIBUTION COEFFICIENT"
MUNOZ G, 2015, SCI TOTAL ENVIRON;NA;1,000000000000000;"MUNOZ G;GIRAUDEL JL;BOTTA F;LESTREMAU F;DEVIER MH;BUDZINSKI H;LABADIE P";2015;SPATIAL DISTRIBUTION AND PARTITIONING BEHAVIOR OF SELECTED POLY- AND PERFLUOROALKYL SUBSTANCES IN FRESHWATER ECOSYSTEMS: A FRENCH NATIONWIDE SURVEY;SCIENCE OF THE TOTAL ENVIRONMENT;"PERFLUOROALKYL SUBSTANCES; WATER; SEDIMENT; PARTITIONING; ARTIFICIAL; NEURAL NETWORKS; NON-DETECTS"
BOULOUBASSI I, 1993, MAR CHEM;NA;1,000000000000000;"BOULOUBASSI I;SALIOT A";1993;DISSOLVED, PARTICULATE AND SEDIMENTARY NATURALLY DERIVED POLYCYCLIC AROMATIC-HYDROCARBONS IN A COASTAL ENVIRONMENT - GEOCHEMICAL SIGNIFICANCE;MARINE CHEMISTRY;NA
GRENOUILLET G, 2001, FRESHW BIOL;c4;0,866666666666667;"GRENOUILLET G;HUGUENY B;CARREL GA;OLIVIER JM;PONT D";2001;LARGE-SCALE SYNCHRONY AND INTER-ANNUAL VARIABILITY IN ROACH RECRUITMENT IN THE RHONE RIVER: THE RELATIVE ROLE OF CLIMATIC FACTORS AND DENSITY-DEPENDENT PROCESSES;FRESHWATER BIOLOGY;"CLIMATIC FACTORS; DENSITY-DEPENDENCE; RIVER FISH DYNAMICS; RUTILUS; RUTILUS; SPATIAL SYNCHRONY"
ESTOURNEL C, 2001, ESTUAR COAST SHELF SCI;c3;0,761904761904762;"ESTOURNEL C;BROCHE P;MARSALEIX P;DEVENON JL;AUCLAIR F;VEHIL R";2001;THE RHONE RIVER PLUME IN UNSTEADY CONDITIONS: NUMERICAL AND EXPERIMENTAL RESULTS;ESTUARINE COASTAL AND SHELF SCIENCE;"RIVER PLUME; ROFI (REGION OF FRESH WATER INFLUENCE); GULF OF LION; RHONE; PLUME; VHF RADARS; 3D COASTAL MODELLING"
MARMONIER P, 1995, J NORTH AMERICAN BENTHOL SOC;c1;1,000000000000000;"MARMONIER P;FONTVIEILLE D;GIBERT J;VANEK V";1995;DISTRIBUTION OF DISSOLVED ORGANIC-CARBON AND BACTERIA AT THE INTERFACE BETWEEN THE RHONE RIVER AND ITS ALLUVIAL AQUIFER;JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY;"DISSOLVED ORGANIC CARBON; BIODEGRADABLE DOC; REFRACTORY DOC; BACTERIA; INTERSTITIAL HABITATS; LARGE RIVER; BANK FILTRATION"
DARNAUDE AM, 2004, MAR ECOL-PROG SER;c4;1,000000000000000;"DARNAUDE AM;SALEN-PICARD C;HARMELIN-VIVIEN ML";2004;DEPTH VARIATION IN TERRESTRIAL PARTICULATE ORGANIC MATTER EXPLOITATION BY MARINE COASTAL BENTHIC COMMUNITIES OFF THE RHONE RIVER DELTA (NW MEDITERRANEAN);MARINE ECOLOGY PROGRESS SERIES;"RIVER INPUTS; COASTAL ECOSYSTEMS; MACROBENTHOS; FLATFISHES; STABLE; ISOTOPES"
RADAKOVITCH O, 2008, ESTUAR COAST SHELF SCI;c3;1,000000000000000;"RADAKOVITCH O;ROUSSIEZ V;OLLIVIER W;GRENZ C;PROBST JL";2008;INPUT OF PARTICULATE HEAVY METALS FROM RIVERS AND ASSOCIATED SEDIMENTARY DEPOSITS ON THE GULF OF LION CONTINENTAL SHELF;ESTUARINE COASTAL AND SHELF SCIENCE;"HEAVY METALS; SEDIMENT CONTAMINATION; RIVER INPUTS; MEDITERRANEAN SEA; PRODELTA; SEDIMENT RESUSPENSION"
BERNARDO P, 2018, ISME J;NA;1,000000000000000;"BERNARDO P;CHARLES-DOMINIQUE T;BARAKAT M;ORTET P;FERNANDEZ E;FILLOUX P;REBELO TA;COUSINS F;COHEZ D;YAVERCOVSKI A;HARKINS GW;PETERSCHMITT CM;MARTIN DP;ROUMAGNAC P";2018;GEOMETAGENOMICS ILLUMINATES THE IMPACT OF AGRICULTURE ON THE DISTRIBUTION AND PREVALENCE OF PLANT VIRUSES AT THE ECOSYSTEM SCALE;ISME JOURNAL;NA
THILL A, 2001, CONT SHELF RES;NA;0,761904761904762;"THILL A;MOUSTIER S;GARNIER JM;ESTOURNEL C;NAUDIN JJ;BOTTERO JY";2001;EVOLUTION OF PARTICLE SIZE AND CONCENTRATION IN THE RHONE RIVER MIXING ZONE: INFLUENCE OF SALT FLOCCULATION;CONTINENTAL SHELF RESEARCH;"RHONE RIVER; ESTUARINE MIXING ZONE; AGGREGATION; SEDIMENTATION; PARTICLE; COUNTING"
LARGIADER CR, 1996, MOL ECOL;NA;1,000000000000000;"LARGIADER CR;SCHOLL A";1996;GENETIC INTROGRESSION BETWEEN NATIVE AND INTRODUCED BROWN TROUT SALMO TRUTTA L POPULATIONS IN THE RHONE RIVER BASIN;MOLECULAR ECOLOGY;"CONSERVATION; HYBRIDIZATION; INTROGRESSION; MANAGEMENT; PROTEIN; VARIATION; STOCKING"
OLIVIER JM, 2009, RIVERS OF EUROPE, 1ST EDITION;c1;0,733333333333333;"OLIVIER JM;CARREL G;LAMOUROUX MJ;MALARD F;BRAVARD C";2009;THE RHONE RIVER BASIN;RIVERS OF EUROPE, 1ST EDITION;NA
COMORETTO L, 2007, SCI TOTAL ENVIRON;NA;1,000000000000000;"COMORETTO L;ARFIB B;CHIRON S";2007;PESTICIDES IN THE RHONE RIVER DELTA (FRANCE): BASIC DATA FOR A FIELD-BASED EXPOSURE ASSESSMENT;SCIENCE OF THE TOTAL ENVIRONMENT;"PESTICIDE; PADDY FIELDS; WATER CONTAMINATION; LAGOON; DELTA"
HENRY CP, 1996, VEGETATIO;c1;1,000000000000000;"HENRY CP;AMOROS C;BORNETTE G";1996;SPECIES TRAITS AND RECOLONIZATION PROCESSES AFTER FLOOD DISTURBANCES IN RIVERINE MACROPHYTES;VEGETATIO;"FLOOD; FRESHWATER PLANTS; REFUGE; REGENERATION NICHE; RHONE RIVER; SPECIES COMPOSITION PREDICTION"
SABATIER F, 2006, MAR GEOL;c5;1,000000000000000;"SABATIER F;MAILLET G;PROVANSAL TJ;SUANEZ S;VELLA C";2006;SEDIMENT BUDGET OF THE RHONE DELTA SHOREFACE SINCE THE MIDDLE OF THE 19TH CENTURY;MARINE GEOLOGY;"BATHYMETRY; RIVER SEDIMENTS INPUT; PRODELTAIC LOBE; LARGE SCALE COASTAL; BEHAVIOUR"
MAILLET GM, 2006, MAR GEOL;c6;0,428571428571429;"MAILLET GM;VELLA C;BERNE S;FRIEND PL;AMOS CL;FLEURY TJ;NORMAND A";2006;MORPHOLOGICAL CHANGES AND SEDIMENTARY PROCESSES INDUCED BY THE DECEMBER 2003 FLOOD EVENT AT THE PRESENT MOUTH OF THE GRAND RHONE RIVER (SOUTHERN FRANCE);MARINE GEOLOGY;"MOUTH-BAR; DELTA FRONT; PRODELTA; FLOOD PROCESSES; SEDIMENTATION RATE; BATHYMETRIC MAPS"
BORNETTE G, 1991, J VEG SCI;c1;1,000000000000000;"BORNETTE G;AMOROS C";1991;AQUATIC VEGETATION AND HYDROLOGY OF A BRAIDED RIVER FLOODPLAIN;JOURNAL OF VEGETATION SCIENCE;"FORMER CHANNEL; DISTURBANCE; ECOTONE; MACROPHYTE; RHONE; FLORISTIC; COMPOSITION; SEDIMENT; WATER CHEMISTRY"
POIZAT G, 1996, FRESHW BIOL;NA;0,666666666666667;"POIZAT G;PONT D";1996;MULTI-SCALE APPROACH TO SPECIES-HABITAT RELATIONSHIPS: JUVENILE FISH IN A LARGE RIVER SECTION;FRESHWATER BIOLOGY;NA
GARZANTI E, 2012, SEDIMENT GEOL;NA;1,000000000000000;"GARZANTI E;RESENTINI A;VEZZOLI G;ANDO S;MALUSA M;PADOAN M";2012;FORWARD COMPOSITIONAL MODELLING OF ALPINE OROGENIC SEDIMENTS;SEDIMENTARY GEOLOGY;"PROVENANCE ANALYSIS; SEDIMENT GENERATION; HEAVY MINERALS; GRAIN DENSITY; GEOCHEMISTRY; RIVERS DORA BALTEA; PO AND RHONE"
LAMOUROUX N, 1998, REGUL RIVERS-RES MANAGE;NA;1,000000000000000;"LAMOUROUX N;CAPRA H;POUILLY M";1998;PREDICTING HABITAT SUITABILITY FOR LOTIC FISH: LINKING STATISTICAL HYDRAULIC MODELS WITH MULTIVARIATE HABITAT USE MODELS;REGULATED RIVERS-RESEARCH \& MANAGEMENT;"HABITAT MODELLING; STATISTICAL HYDRAULICS; HABITAT USE MODELS; FISH"
LAMOUROUX N, 2015, FRESHW BIOL;c1;0,600000000000000;"LAMOUROUX N;GORE JA;LEPORI F;STATZNER B";2015;THE ECOLOGICAL RESTORATION OF LARGE RIVERS NEEDS SCIENCE-BASED, PREDICTIVE TOOLS MEETING PUBLIC EXPECTATIONS: AN OVERVIEW OF THE RHONE PROJECT;FRESHWATER BIOLOGY;"CONCEPTUAL FRAMEWORK; FLOODPLAIN CONNECTIVITY; MINIMUM FLOW; PHYSICAL; HABITAT; QUANTITATIVE PREDICTIONS"
MAILLET GM, 2005, MAR GEOPHYS RES;c5;0,600000000000000;"MAILLET GM;RIZZO E;REVIL A;VELLA C";2005;HIGH RESOLUTION ELECTRICAL RESISTIVITY TOMOGRAPHY (ERT) IN A TRANSITION ZONE ENVIRONMENT: APPLICATION FOR DETAILED INTERNAL ARCHITECTURE AND INFILLING PROCESSES STUDY OF A RHONE RIVER PALEO-CHANNEL;MARINE GEOPHYSICAL RESEARCH;"CHANNEL INFILLING; ELECTRICAL RESISTIVITY; MOUTH EVOLUTION MODEL; RHONE; DELTA"
